Empresa;Municipio
Cientistas Associados Desenvolvimento Tecnologico Ltda;Sao Carlos
Hiperlogica Informatica e Educacao Ltda. - ME;Sao Paulo
Eletrovento Ltda. - ME;Campinas
Bio Soja Indústrias Quimicas e Biologicas Ltda;Sao Joaquim da Barra
Bio Controle Metodos de Controle de Pragas Ltda;Sao Paulo
Athena Sistemas de Gestao em Recursos Naturais Ltda;Piracicaba
Belver Instrumentos Eletronicos Ltda;Campinas
Alexander Lucinski & Consultores Associados em Informatica;Sao Paulo
Amaury Jose Alves Aranha - ME;Campinas
Carol Quimica Ltda;Monte Mor
Arruda & Bertazzoli Ltda. - ME;Indaiatuba
Instituto Internacional de Ecologia de Sao Carlos Ltda (IIE);Sao Carlos
ADTS Solucões em Automacao e Engenharia Ltda;Sao Paulo
Optron Micromecânica optica Ltda. - ME;Campinas
Omnisys Engenharia Ltda;Sao Bernardo do Campo
Phoenix Agricola Ltda;Jaboticabal
Metalúrgica Piacentini & Cia Ltda;Piracicaba
Progonos Consultoria & Comercio Ltda;Campinas
Plantech Centro de Producao Vegetal Ltda;Atibaia
Unisoma Matematica para Produtividade S/A (UNISOMA);Campinas
Brats Indústria e Comercio de Produtos Metalicos Especiais Ltda. - ME;Cajamar
Auttran Automacao de Transportes, Comercio e Indústria Ltda;Sao Paulo
Vacuoflex Tecnologias Refletivas Ltda;Campinas
C O Egalon Consultoria - ME;Sao Jose dos Campos
E + l Engenharia da Informacao Ltda;Campinas
Imag Indústria e Comercio de Componentes Eletronicos Ltda (IMAG);Ribeirao Pires
Natural Products & Technologies Ltda. - ME;Rafard
Green Technologies Projetos Agroindustriais S/C Ltda;Campinas
Ibasil Tecnologia Ltda;Sao Paulo
Alpha Produtos Quimicos Ltda;Sao Paulo
Ipsos Novaction Brasil Ltda (Ipsos);Sao Paulo
Colly Quimica Indústria e Comercio Ltda. - EPP;Capivari
Cyrbe do Brasil Indústria Quimica Ltda;Sumare
Bionova Mudas e Plantas Ltda;Ribeirao Preto
E + l Engenharia da Informacao Ltda;Campinas
Omnisys Engenharia Ltda;Sao Bernardo do Campo
Optolink Indústria e Comercio Sociedade Ltda;Campinas
Uranet Projetos e Sistemas Ltda (URANET);Sao Paulo
Prince Air Models Ltda. - ME;Tupa
MWA Comercio e Servicos Ltda. - ME;Rio de Janeiro
Apyon Technology S/A;Sao Paulo
Gisplan Tecnologia da Geoinformacao Ltda (GISPLAN);Sao Jose dos Campos
Omnisys Engenharia Ltda;Sao Bernardo do Campo
Tecnorama Brinquedos Educativos Ltda;Itupeva
Qualilux Indústria de Equipamentos opticos e Eletronicos Ltda. - ME;Sao Carlos
MRA Indústria de Equipamentos Eletronicos Ltda;Ribeirao Preto
Aronis Software Ltda;Sao Paulo
Pro-Line Servicos Produtos Odontologicos e Ortopedicos Ltda. - ME;Sao Carlos
Bhar Indústria e Comercio Ltda;Limeira
Bioware Desenvolvimento e Tecnologia em Energia e Meio Ambiente Ltda;Campinas
Dynamis Indústria e Comercio Ltda. - ME;Ferraz de Vasconcelos
Plastiviva Aplicacões e Reciclagem de Polimeros Ltda;Sao Paulo
Eletro Maquinas Comercio e Representacões Ltda;Campinas
PPE Engenheiros Associados S/C Ltda;Sao Paulo
Torr Microsistemas Integrados de Pressao, Indústria e Comercio Ltda. - EPP;Sao Paulo
Infosoftware Sistemas Ltda. - ME;Campinas
Bio Pronto Indústria e Comercio de Produtos Biologicos Ltda. - ME;Orlândia
Optolink Indústria e Comercio Sociedade Ltda;Campinas
Sun Quartz Indústria Comercio e Manutencao de Dispositivos e Equipamentos para a area de Telecomunicacao Ltda. - ME;Campinas
Al Tech Comercio e Importacao ltda;Sao Paulo
Realen Folheados Indústria Comercio e Exportacao Ltda (REALEN);Limeira
Tech Chrom Instrumentos Analiticos Ltda. - ME;Campinas
Masa Pecas e Servicos Ltda;Guarulhos
SHD Empreendimentos e Participacões Ltda;Sao Jose dos Campos
Brats Indústria e Comercio de Produtos Metalicos Especiais Ltda. - ME;Cajamar
Desenvolvimento e Tecnologia Mentortec Ltda. - EPP;Sao Jose dos Campos
Sima Comercio e Servicos Ltda;Cajobi
Tecnozinco Tratamento Superficial Ltda (TECNOZINCO);Indaiatuba
Metalex Ltda;Aracariguama
Newtech Assessoria Consultoria e Prestacao de Servicos S/C Ltda;Sao Carlos
Bluepoint Ambiental Ltda;Campinas
Quadros Systems Brasil Ltda;Sao Carlos
Adiante Informatica Ltda;Sao Paulo
Coll Tecnologia e Projetos Ltda.- ME;Guarulhos
Lasertools Tecnologia Ltda;Sao Paulo
Radium Systems Ltda;Sao Paulo
People Brasileducacao Ltda;Campinas
Multi Vegetal Indústria e Comercio de Cosmeticos e Produtos Naturais Ltda. - ME;Campinas
atomo Radioprotecao e Seguranca Nuclear S/C Ltda;Sao Paulo
DNA Consult Genetica e Biotecnologia S/S Ltda;Sao Carlos
HVAC Engenharia em Sistemas Ambientais Ltda;Sao Paulo
Metaltech Sorocaba Equipamentos e Servicos Ltda;Sorocaba
Celeritas Desenvolvimento de Sistemas Ltda;Sao Paulo
Cutin & Cafruni Consultores Associados S/C Ltda;Sao Paulo
EQE Tecnologia Eletronica Qualificada Espacial e Comercio Ltda. - ME;Sao Jose dos Campos
Tecxhall Tecnologia Ltda;Sao Paulo
Erythro Assessoria Quimica S/C Ltda;Campinas
Nanocore Biotecnologia Ltda. - EPP;Campinas
STQ Comercio e Servicos de Tecnologia Quimica Ltda;Sao Paulo
Processo Solucões de Engenharia S/C Ltda;Campinas
Unitech Projetos Pesquisas Desenvolvimento Consultoria Comercio Ltda;Cajobi
BR Express S/C Ltda;Sao Carlos
Brasil Ostrich Comercial, Importacao e Exportacao Ltda;Pirassununga
Goes Indústria e Comercio de Moveis Ltda. - ME;Mogi Guacu
Conceito Tecnologia Ltda. - ME;Sao Paulo
Bio Soja Indústrias Quimicas e Biologicas Ltda;Sao Joaquim da Barra
CP2 Ltda. - ME;Piracicaba
Async Servicos de Informatica Ltda;Sao Carlos
Associacao dos Floricultores da Via Dutra (AFLORD);Aruja
Perc Engenharia Ltda;Sao Paulo
Fotonica Tecnologia otica Ltda;Campinas
Lifemed Industrial de Equipamentos e Artigos Medicos e Hospitalares Ltda (LIFEMED);Sao Jose dos Campos
Mextra Engenharia Extrativa de Metais Ltda (MEXTRA);Diadema
Metron - Fisica Aplicada & Instrumentacao S/C Ltda;Sao Paulo
Super Zinco Tratamento de Metais Comercio e Indústria Ltda;Campinas
Goen3 Indústria e Comercio de Artigos para a Saúde Ltda;Sao Paulo
PHB Industrial S/A;Serrana
Natural Products & Technologies Ltda. - ME;Rafard
Angatuba Quimica Ltda;Angatuba
Roberto de Menezes Lyra - ME;Sao Paulo
Global Eletroquimica Indústria e Comercio de Metais Ltda;Bauru
Optolink Indústria e Comercio Sociedade Ltda;Campinas
Indústria Brasileira do Peixe Ltda;Jundiai
Agronutri Indústria e Comercio Ltda. - ME;Itapeva
Tech Filter Tratamento e Filtracao Ltda;Indaiatuba
Kroma Equipamentos Especiais Ltda;Botucatu
Adespec Adesivos Especiais Ltda;Sao Paulo
KOM Montagens e Comercio Ltda;Campinas
Fernando Antonio Vanini - ME;Paulinia
Siporex Concreto Celular, Comercial Importacao e Exportacao Ltda;Ribeirao Pires
Itatex Indústria e Comercio de Cerâmica Ltda;Campinas
Versis Tecnologia Ltda;Campinas
Calmed Ltda. - ME;Sao Carlos
Natu-Lyne Produtos de Materiais Biodegradaveis Ltda;Botucatu
Eletrocell Indústria e Comercio de Equipamentos Eletricos Ltda;Sao Paulo
Femto Indústria e Comercio de Instrumentos Ltda;Sao Paulo
Netvmi Tecnologia da Informacao do Brasil Ltda;Poa
Paperless Consultoria e Servicos, Sistemas de Gerenciamento da Informacao;Sao Paulo
Globalmaq Transdutores Magneticos Indústria e Comercio Ltda (GLOBALMAQ);Sao Paulo
Orbital Engenharia S/A;Sao Jose dos Campos
Light Tech Iluminacao Ltda;Sao Paulo
NPA Núcleo de Pesquisas Aplicadas Ltda;Jaboticabal
DLG Automacao Industrial Ltda;Sertaozinho
Metal Plasma Ltda;Sao Jose dos Campos
Laboratorio de Informatica Aplicada;Sao Jose dos Campos
Terraviva Consultoria Ambiental S/C Ltda;Piracicaba
Vittaflavor Indústria e Comercio de Aromas Ltda;Jandira
Atlântica Assessoria Agroambiental Ltda;Registro
Signalcard Indústria e Comercio Ltda;Campinas
Brastec Indústria de Pecas para Equipamentos Medicos Ltda;Limeira
Navcon Navegacao e Controle Indústria e Comercio Ltda;Sao Jose dos Campos
Inter-Metro Servicos Especiais Ltda;Sao Paulo
Megatech Produtos Mecânicos Ltda (MEGATECH);Sao Carlos
Cyrbe do Brasil Indústria Quimica Ltda;Sumare
Inbrapol Indústria e Comercio de Materiais Plasticos Ltda. - ME;Sao Carlos
Tecnima Imagem e Automacao Ltda;Sao Jose dos Campos
Equacional Eletrica e Mecânica Ltda;Sao Paulo
Multivacuo Aeroespacial Ltda;Sao Jose dos Campos
Sensis Sao Carlos Indústria Comercio Equipamentos Eletronicos Ltda. - ME;Sao Carlos
Femto Indústria e Comercio de Instrumentos Ltda;Sao Paulo
Atlântica Assessoria Agroambiental Ltda;Registro
Durasteel Engenharia Comercio e Representacões Ltda;Sao Paulo
Standard Telecomunicacões Ltda;Sao Paulo
Cameando Assessoria Tecnica S/C Ltda;Cotia
Level Control Comercio e Servicos Ltda. - EPP;Sao Paulo
Opto Medica Equipamentos Ltda;Sao Carlos
Eyetec Equipamentos Oftalmicos Indústria, Comercio Importacao e Exportacao Ltda. - EPP;Sao Carlos
Synthon Especialidades Quimicas Ltda;Sorocaba
Enalta Inovacões Tecnologicas S/A;Sao Carlos
Indústria e Comercio FAC Ltda;Sao Carlos
MRA Indústria de Equipamentos Eletronicos Ltda;Ribeirao Preto
Hidrometal Indústria e Comercio de Equipamentos Hidraulicos Ltda. - EPP;Limeira
Livet Produtos Veterinarios Ltda;Campinas
Instituto Internacional de Ecologia de Sao Carlos Ltda (IIE);Sao Carlos
Tecnolab do Brasil Instrumentos de Laboratorio e Computadores Pessoais Ltda;Sao Paulo
Arboreto Produtos Florestais Ltda;Itarare
Fissore Consultoria e Assessoria Tecnico Cientifica S/C Ltda;Campinas
SHS Consultoria e Projetos de Engenharia Ltda;Sao Carlos
Pro-Line Servicos Produtos Odontologicos e Ortopedicos Ltda. - ME;Sao Carlos
Infodinâmica Assessoria Planejamento & Treinamento Ltda;Sao Paulo
Castagnolli Aquicultura Ltda. - ME;Jaboticabal
Engel Indústria e Comercio de Instrumentos Ltda. - ME;Ilha Solteira
Geodados Mapeamento e Pesquisa Ltda;Sao Jose do Rio Preto
Invernire Internacional Informatica Ltda;Barueri
Atonus Engenharia de Sistemas Ltda. - EPP;Sao Jose dos Campos
Chocolates Finos Serra Azul Ltda;Sao Carlos
Omnitek Tecnologia Ltda;Sao Paulo
Immunoassay Indústria e Comercio Ltda;Sao Paulo
Termocontroles Indústria e Comercio Ltda;Sao Paulo
Pro-Clone Comercio de Mudas Matrizes - ME;Holambra
Agrionics Instrumentacao de Equipamentos Agricolas e Industriais Ltda;Piracicaba
SMA Tecnologia Indústria Comercio e Servicos Ltda. - ME;Campinas
Germinal Indústria e Comercio de Produtos Quimicos Ltda;Diadema
Fibraforte Engenharia Indústria e Comercio Ltda;Sao Jose dos Campos
ALS Laboratorios LS Ltda;Sao Paulo
area Quimica Ltda;Sao Paulo
Optovac Mecânica e Optoeletronica Ltda;Osasco
Proqualit Telecon Ltda;Guararema
Metrolab Calibracões Ltda. - EPP;Sao Jose dos Campos
Geoambiente Sensoriamento Remoto Ltda;Sao Jose dos Campos
Esra Engenharia Servicos Representacao Aeronautica Ltda (ESRA);Sao Jose dos Campos
Versis Tecnologia Ltda;Campinas
Nova Alianca Comercio e Indústria de Sistemas Solares e Produtos Afins Ltda;Sao Jose dos Campos
Sunpower Engenharia Ltda;Sao Paulo
Trion Tec Radion Comercial Ltda;Sao Paulo
MM Optics Ltda;Sao Carlos
Macrolog Teleinformatica Ltda;Sao Paulo
Databus Sankay Ltda;Sao Jose dos Campos
Optron Micromecânica optica Ltda. - ME;Campinas
Reade Revestimentos Especiais de Alto Desempenho Ltda;Guarulhos
Dcsystem Energia e Telecomunicacões Ltda;Sao Paulo
Beta Telecom Consultoria e Comercio Ltda;Sao Jose dos Campos
Unitech Projetos Pesquisas Desenvolvimento Consultoria Comercio Ltda;Cajobi
Spall Sistemas de Informacões Ltda;Sao Carlos
Idea Sistemas Eletronicos Ltda;Campinas
Asga S/A;Paulinia
Fmaiis Indústria de Alimentos Ltda;Sao Paulo
Anod-Arc Indústria, Comercio e Servicos de Manutencao e Revestimento;Sao Paulo
DLG Automacao Industrial Ltda;Sertaozinho
KOM Montagens e Comercio Ltda;Campinas
Neuron Engenharia e Comercio de Equipamentos Eletronicos Ltda;Sao Jose dos Campos
Livet Produtos Veterinarios Ltda;Campinas
Linkgen Biotecnologia Veterinaria Ltda;Sao Paulo
Akaer Engenharia Ltda;Sao Jose dos Campos
Comercio de Ferro Velho Moretti Ltda;Piracicaba
Ram Computer Systems Consultoria em Informatica Ltda. - ME;Campinas
Biotec Assessoria e Servicos Ltda;Sao Paulo
Aluisio Pimentel de Camargo - ME;Santa Barbara D'Oeste
Kehl Indústria e Comercio Ltda. - ME;Sao Carlos
Lasertools Tecnologia Ltda;Sao Paulo
Kortas Informatica Instrumentacao Medica Indústria, Comercio Importacao e Exportacao Ltda;Sao Paulo
Fermavi Eletroquimica Ltda (FERMAVI);Suzano
Optolink Indústria e Comercio Sociedade Ltda;Campinas
Fosbrasil S/A;Cajati
Herbicat Ltda;Catanduva
Infrajato Engenharia Ltda;Botucatu
Plaza Indústria e Comercio Ltda;Santa Maria da Serra
Beta Trade Comercio Exterior Ltda;Sao Paulo
Josaphat Engenharia Ltda;Campinas
Navcon Navegacao e Controle Indústria e Comercio Ltda;Sao Jose dos Campos
Valitech Indústria e Comercio Ltda;Campinas
Oliveira Rangel & Camargo Junior Ltda. - Oral Health;Campinas
Clorovale Diamantes Indústria e Comercio Ltda;Sao Jose dos Campos
Tecnocard Tecnologia Cartões Ltda;Jarinu
SDC Engenharia de Sistemas Ltda;Sao Paulo
Idea Sistemas Eletronicos Ltda;Campinas
Eyetec Equipamentos Oftalmicos Indústria, Comercio Importacao e Exportacao Ltda. - EPP;Sao Carlos
Laboratorios Quimicos e Metrologicos Quimlab Ltda;Sao Jose dos Campos
Intuicao S/C Ltda;Poa
Genomic Engenharia Molecular Ltda;Sao Paulo
Proqualit Telecon Ltda;Guararema
Metal Plasma Ltda;Sao Jose dos Campos
Lynx Tecnologia Eletronica Ltda;Sao Paulo
Ecco - Fibras opticas e Dispositivos Ltda. - ME;Campinas
Comacol Sao Carlos Comercio de Materiais e Componentes Para Informatica e Consultoria Ltda;Sao Carlos
Toro e Toro Ltda. - ME;Barretos
Hormogen Biotecnologia Importacao e Exportacao Ltda;Sao Paulo
Atonus Engenharia de Sistemas Ltda. - EPP;Sao Jose dos Campos
Carta Consultoria Ltda;Sao Paulo
Equatorial Sistemas S/A;Sao Jose dos Campos
KOM Montagens e Comercio Ltda;Campinas
Opto Medica Equipamentos Ltda;Sao Carlos
Jotaema - Fitafer Indústria Metalúrgica Ltda;Sao Paulo
Fermavi Eletroquimica Ltda (FERMAVI);Suzano
Sensis Sao Carlos Indústria Comercio Equipamentos Eletronicos Ltda. - ME;Sao Carlos
Unitech Projetos Pesquisas Desenvolvimento Consultoria Comercio Ltda;Cajobi
Hidro-Ambiente Projetos, Consultoria e Servicos S/C Ltda;Sao Paulo
Compsis Computadores Sistemas Indústria e Comercio Ltda;Sao Jose dos Campos
Eina Estudos em Inteligencia Natural e Artificial Ltda;Jundiai
Didai Tecnologia Ltda;Sao Paulo
Cromatica Sistemas de Comunicacao de Dados e Informatica Ltda;Sao Paulo
Rayplast Indústria e Comercio Ltda;Juquitiba
Toxicon Assessoria Tecnologica S/C Ltda;Sao Paulo
Genosys Biotecnologica S/C Ltda;Sao Paulo
Unisoma Matematica para Produtividade S/A (UNISOMA);Campinas
Technopulp Consultoria e Comercio de Equipamentos Industriais Ltda;Ribeirao Preto
Incon Eletronica Ltda. - EPP;Sao Carlos
Asga S/A;Paulinia
Logos Quimica Ltda;Barueri
Unilaser Indústria e Comercio Ltda;Campinas
Microdesign Informatica Tecnologia Indústria Comercio Ltda;Campinas
HVAC Engenharia em Sistemas Ambientais Ltda;Sao Paulo
Femto Indústria e Comercio de Instrumentos Ltda;Sao Paulo
Fiberwork Comunicacões opticas Ltda;Campinas
Elemed Equipamentos Medico-Hospitalares Ltda. - ME;Campinas
Optron Micromecânica optica Ltda. - ME;Campinas
Embrionic;Sao Joao da Boa Vista
